txdate,storecode,tillid,tendercode,cashfloat,cashfloatbase,depositdr,depositdrbase,depositcr,depositcrbase,salesdr,salesdrbase,salescr,salescrbase,pettycash,pettycashbase,cashlift,cashliftbase,excessmoney
2010-01-01 00:00:00.000,11014,16,AT,0.00,0.00,0.00,0.00,0.00,0.00,299.50,299.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,37,AT,0.00,0.00,0.00,0.00,0.00,0.00,339.00,339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,16,OT,0.00,0.00,0.00,0.00,0.00,0.00,2491.00,2491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,37,LF,0.00,0.00,0.00,0.00,0.00,0.00,1528.50,1528.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,07,RJ,0.00,0.00,0.00,0.00,0.00,0.00,520.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,30,OT,0.00,0.00,0.00,0.00,0.00,0.00,8119.00,8119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,14,LF,0.00,0.00,0.00,0.00,0.00,0.00,390.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,22,RJ,0.00,0.00,0.00,0.00,0.00,0.00,517.00,517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,11,ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1877.00,1877.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,11,CP,0.00,0.00,0.00,0.00,0.00,0.00,99.60,99.60,99.60,99.60,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,02,LF,0.00,0.00,0.00,0.00,0.00,0.00,7586.00,7586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,13,LF,0.00,0.00,0.00,0.00,0.00,0.00,716.00,716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,09,OT,0.00,0.00,0.00,0.00,0.00,0.00,3230.00,3230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,35,ST,0.00,0.00,0.00,0.00,0.00,0.00,2211.20,2211.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,18,LF,0.00,0.00,0.00,0.00,0.00,0.00,943.00,943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,31,LF,0.00,0.00,0.00,0.00,0.00,0.00,4333.00,4333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,20,LF,0.00,0.00,0.00,0.00,0.00,0.00,815.00,815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,01,RJ,0.00,0.00,0.00,0.00,0.00,0.00,1481.00,1481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,40,RJ,0.00,0.00,0.00,0.00,0.00,0.00,278.00,278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,14,HK,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,13,DK,0.00,0.00,0.00,0.00,0.00,0.00,2049.00,2049.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,31,RJ,0.00,0.00,0.00,0.00,0.00,0.00,216.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,18,OT,0.00,0.00,0.00,0.00,0.00,0.00,2105.50,2105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,08,DK,0.00,0.00,0.00,0.00,0.00,0.00,5592.00,5592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,16,LF,0.00,0.00,0.00,0.00,0.00,0.00,1565.00,1565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,02,AT,0.00,0.00,0.00,0.00,0.00,0.00,1022.40,1022.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,07,AB,0.00,0.00,0.00,0.00,0.00,0.00,95.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,22,AT,0.00,0.00,0.00,0.00,0.00,0.00,99.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,09,AB,0.00,0.00,0.00,0.00,0.00,0.00,178.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,09,LF,0.00,0.00,0.00,0.00,0.00,0.00,1890.00,1890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,30,RJ,0.00,0.00,0.00,0.00,0.00,0.00,407.00,407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,01,DK,0.00,0.00,0.00,0.00,0.00,0.00,3189.00,3189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,35,AT,0.00,0.00,0.00,0.00,0.00,0.00,343.00,343.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,27,RJ,0.00,0.00,0.00,0.00,0.00,0.00,1165.00,1165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,13,ST,0.00,0.00,0.00,0.00,0.00,0.00,666.00,666.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,31,AB,0.00,0.00,0.00,0.00,0.00,0.00,379.00,379.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,13,AB,0.00,0.00,0.00,0.00,0.00,0.00,449.00,449.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,05,OT,0.00,0.00,0.00,0.00,0.00,0.00,945.00,945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,39,AB,0.00,0.00,0.00,0.00,0.00,0.00,432.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,08,AB,0.00,0.00,0.00,0.00,0.00,0.00,1161.00,1161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,39,RJ,0.00,0.00,0.00,0.00,0.00,0.00,424.00,424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,30,AT,0.00,0.00,0.00,0.00,0.00,0.00,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,18,AB,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,09,AT,0.00,0.00,0.00,0.00,0.00,0.00,1650.00,1650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,05,AT,0.00,0.00,0.00,0.00,0.00,0.00,486.00,486.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,36,RJ,0.00,0.00,0.00,0.00,0.00,0.00,998.00,998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,11,DK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1438.00,1438.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,05,LF,0.00,0.00,0.00,0.00,0.00,0.00,749.00,749.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,17,FC,0.00,0.00,0.00,0.00,0.00,0.00,349.00,349.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-01 00:00:00.000,11014,47,CQ,0.00,0.00,0.00,0.00,0.00,0.00,522.00,522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,47,CH,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,41,CH,500.00,500.00,0.00,0.00,0.00,0.00,13714.80,13714.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,CH,500.00,500.00,0.00,0.00,0.00,0.00,29333.60,29333.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,CH,500.00,500.00,0.00,0.00,0.00,0.00,27999.30,27999.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,CH,500.00,500.00,0.00,0.00,0.00,0.00,20413.90,20413.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,CH,500.00,500.00,0.00,0.00,0.00,0.00,13860.40,13860.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,CH,500.00,500.00,0.00,0.00,0.00,0.00,25916.60,25916.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,40,CH,500.00,500.00,0.00,0.00,0.00,0.00,18374.30,18374.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,39,CH,500.00,500.00,0.00,0.00,0.00,0.00,21207.00,21207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,27,CH,500.00,500.00,0.00,0.00,0.00,0.00,15959.90,15959.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,CH,500.00,500.00,0.00,0.00,0.00,0.00,17964.80,17964.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,06,CH,500.00,500.00,0.00,0.00,0.00,0.00,3324.00,3324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,11,CH,20000.00,20000.00,0.00,0.00,0.00,0.00,3914.20,3914.20,20610.60,20610.60,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,08,CH,500.00,500.00,0.00,0.00,0.00,0.00,24866.40,24866.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,19,CH,500.00,500.00,0.00,0.00,0.00,0.00,14360.30,14360.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,CH,500.00,500.00,0.00,0.00,0.00,0.00,14601.90,14601.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,01,CH,500.00,500.00,0.00,0.00,0.00,0.00,33736.30,33736.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,AG,0.00,0.00,0.00,0.00,0.00,0.00,73256.80,73256.80,320.00,320.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,CH,500.00,500.00,0.00,0.00,0.00,0.00,26368.00,26368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,CH,500.00,500.00,0.00,0.00,0.00,0.00,17356.30,17356.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,09,CH,500.00,500.00,0.00,0.00,0.00,0.00,20985.50,20985.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,08,AG,0.00,0.00,0.00,0.00,0.00,0.00,65618.50,65618.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,AG,0.00,0.00,0.00,0.00,0.00,0.00,35580.00,35580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,DK,0.00,0.00,0.00,0.00,0.00,0.00,9576.50,9576.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,11,CP,0.00,0.00,0.00,0.00,0.00,0.00,3888.10,3888.10,3888.10,3888.10,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,27,AG,0.00,0.00,0.00,0.00,0.00,0.00,51003.00,51003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,DK,0.00,0.00,0.00,0.00,0.00,0.00,10206.80,10206.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,AG,0.00,0.00,0.00,0.00,0.00,0.00,50113.20,50113.20,529.00,529.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,AG,0.00,0.00,0.00,0.00,0.00,0.00,75135.30,75135.30,434.00,434.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,40,XD,0.00,0.00,0.00,0.00,0.00,0.00,4340.00,4340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,39,AG,0.00,0.00,0.00,0.00,0.00,0.00,51376.80,51376.80,174.50,174.50,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,11,OT,0.00,0.00,0.00,0.00,0.00,0.00,13742.50,13742.50,25666.50,25666.50,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,LF,0.00,0.00,0.00,0.00,0.00,0.00,343.00,343.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,01,DK,0.00,0.00,0.00,0.00,0.00,0.00,28207.20,28207.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,XD,0.00,0.00,0.00,0.00,0.00,0.00,8635.80,8635.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,ST,0.00,0.00,0.00,0.00,0.00,0.00,4779.00,4779.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,AG,0.00,0.00,0.00,0.00,0.00,0.00,54035.60,54035.60,448.00,448.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,AG,0.00,0.00,0.00,0.00,0.00,0.00,52306.50,52306.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,AG,0.00,0.00,0.00,0.00,0.00,0.00,68271.00,68271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,ST,0.00,0.00,0.00,0.00,0.00,0.00,2465.50,2465.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,DK,0.00,0.00,0.00,0.00,0.00,0.00,10772.60,10772.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,CH,0.00,0.00,0.00,0.00,0.00,0.00,10579.90,10579.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,AB,0.00,0.00,0.00,0.00,0.00,0.00,10020.00,10020.00,499.00,499.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,40,AG,0.00,0.00,0.00,0.00,0.00,0.00,43706.50,43706.50,299.50,299.50,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,XD,0.00,0.00,0.00,0.00,0.00,0.00,8030.20,8030.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,AG,0.00,0.00,0.00,0.00,0.00,0.00,31157.50,31157.50,498.00,498.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,ST,0.00,0.00,0.00,0.00,0.00,0.00,5886.50,5886.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,27,OT,0.00,0.00,0.00,0.00,0.00,0.00,20373.30,20373.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,41,AG,0.00,0.00,0.00,0.00,0.00,0.00,29245.60,29245.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,41,DK,0.00,0.00,0.00,0.00,0.00,0.00,5622.80,5622.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,XD,0.00,0.00,0.00,0.00,0.00,0.00,9154.80,9154.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,AG,0.00,0.00,0.00,0.00,0.00,0.00,10631.20,10631.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,06,AG,0.00,0.00,0.00,0.00,0.00,0.00,13444.00,13444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,AT,0.00,0.00,0.00,0.00,0.00,0.00,249.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,26,CH,0.00,0.00,0.00,0.00,0.00,0.00,15018.70,15018.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,XD,0.00,0.00,0.00,0.00,0.00,0.00,1929.00,1929.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,27,LF,0.00,0.00,0.00,0.00,0.00,0.00,4274.00,4274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,09,AG,0.00,0.00,0.00,0.00,0.00,0.00,52226.40,52226.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,DK,0.00,0.00,0.00,0.00,0.00,0.00,13002.00,13002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,CH,500.00,500.00,0.00,0.00,0.00,0.00,24539.10,24539.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,01,ST,0.00,0.00,0.00,0.00,0.00,0.00,25478.70,25478.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,08,DK,0.00,0.00,0.00,0.00,0.00,0.00,10447.50,10447.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,ST,0.00,0.00,0.00,0.00,0.00,0.00,21978.60,21978.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,FC,0.00,0.00,0.00,0.00,0.00,0.00,1637.00,1637.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,ST,0.00,0.00,0.00,0.00,0.00,0.00,1279.70,1279.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,ST,0.00,0.00,0.00,0.00,0.00,0.00,2250.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,19,AG,0.00,0.00,0.00,0.00,0.00,0.00,31371.80,31371.80,700.00,700.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,01,AG,0.00,0.00,0.00,0.00,0.00,0.00,77246.80,77246.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,27,DK,0.00,0.00,0.00,0.00,0.00,0.00,17884.80,17884.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,08,ST,0.00,0.00,0.00,0.00,0.00,0.00,5374.50,5374.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,OT,0.00,0.00,0.00,0.00,0.00,0.00,5041.60,5041.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,42,AG,0.00,0.00,0.00,0.00,0.00,0.00,5911.50,5911.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,XD,0.00,0.00,0.00,0.00,0.00,0.00,18481.00,18481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,RJ,0.00,0.00,0.00,0.00,0.00,0.00,968.00,968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,AB,0.00,0.00,0.00,0.00,0.00,0.00,279.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,26,DK,0.00,0.00,0.00,0.00,0.00,0.00,4206.00,4206.00,399.00,399.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,AT,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,OT,0.00,0.00,0.00,0.00,0.00,0.00,10565.00,10565.00,399.00,399.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,11,ST,0.00,0.00,0.00,0.00,0.00,0.00,453.50,453.50,2086.00,2086.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,DK,0.00,0.00,0.00,0.00,0.00,0.00,4269.00,4269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,OT,0.00,0.00,0.00,0.00,0.00,0.00,18386.60,18386.60,1306.00,1306.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,26,ST,0.00,0.00,0.00,0.00,0.00,0.00,5993.00,5993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,OT,0.00,0.00,0.00,0.00,0.00,0.00,15989.20,15989.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,LF,0.00,0.00,0.00,0.00,0.00,0.00,2073.00,2073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,19,OT,0.00,0.00,0.00,0.00,0.00,0.00,3113.10,3113.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,42,CH,500.00,500.00,0.00,0.00,0.00,0.00,1282.00,1282.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,26,AG,0.00,0.00,0.00,0.00,0.00,0.00,22946.00,22946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,14,LF,0.00,0.00,0.00,0.00,0.00,0.00,824.00,824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,RJ,0.00,0.00,0.00,0.00,0.00,0.00,421.00,421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,DK,0.00,0.00,0.00,0.00,0.00,0.00,2303.50,2303.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,26,OT,0.00,0.00,0.00,0.00,0.00,0.00,12604.10,12604.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,AG,0.00,0.00,0.00,0.00,0.00,0.00,27012.20,27012.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,22,OT,0.00,0.00,0.00,0.00,0.00,0.00,1370.50,1370.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,39,ST,0.00,0.00,0.00,0.00,0.00,0.00,3084.90,3084.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,09,ST,0.00,0.00,0.00,0.00,0.00,0.00,3764.00,3764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,09,OT,0.00,0.00,0.00,0.00,0.00,0.00,7874.80,7874.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,36,XD,0.00,0.00,0.00,0.00,0.00,0.00,5608.00,5608.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,01,OT,0.00,0.00,0.00,0.00,0.00,0.00,19253.00,19253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,OT,0.00,0.00,0.00,0.00,0.00,0.00,9369.50,9369.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,31,ST,0.00,0.00,0.00,0.00,0.00,0.00,7101.80,7101.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,OT,0.00,0.00,0.00,0.00,0.00,0.00,26416.90,26416.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,30,DK,0.00,0.00,0.00,0.00,0.00,0.00,9442.50,9442.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,DK,0.00,0.00,0.00,0.00,0.00,0.00,1542.10,1542.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,XD,0.00,0.00,0.00,0.00,0.00,0.00,11962.20,11962.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,XD,0.00,0.00,0.00,0.00,0.00,0.00,14490.00,14490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,AG,0.00,0.00,0.00,0.00,0.00,0.00,41311.00,41311.00,1679.00,1679.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,11,XD,0.00,0.00,0.00,0.00,0.00,0.00,1205.90,1205.90,8766.90,8766.90,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,17,DK,0.00,0.00,0.00,0.00,0.00,0.00,13762.00,13762.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,37,XD,0.00,0.00,0.00,0.00,0.00,0.00,11911.10,11911.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,OT,0.00,0.00,0.00,0.00,0.00,0.00,10703.10,10703.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,20,AB,0.00,0.00,0.00,0.00,0.00,0.00,171.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,23,ST,0.00,0.00,0.00,0.00,0.00,0.00,4308.00,4308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,45,DK,0.00,0.00,0.00,0.00,0.00,0.00,10582.50,10582.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010-01-02 00:00:00.000,11014,02,XD,0.00,0.00,0.00,0.00,0.00,0.00,28421.20,28421.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
